t, v, x
4.29,-0.060300493084064696,-0.07397202253383903
4.3,-0.05896147652314765,-0.0745683261926944
4.3100000000000005,-0.0576299166835742,-0.07515127692041174
4.32,-0.056305871861040975,-0.07572094957679257
4.33,-0.05498939902344228,-0.07627741959795013
4.34,-0.05368055381841358,-0.076820762983069
4.3500000000000005,-0.05237939058093133,-0.07735105628124046
4.36,-0.05108596234096775,-0.07786837657837413
4.37,-0.049800320831199334,-0.07837280148418642
4.38,-0.04852251649476769,-0.07886440911926636
4.39,-0.047252598493091505,-0.07934327810221924
4.4,-0.04599061471372831,-0.07980948753688866
4.41,-0.04473661177828473,-0.08026311699965742
4.42,-0.04349063505037404,-0.0807042465268278
4.43,-0.04225272864361967,-0.08113295660208153
4.44,-0.0410229354297035,-0.08154932814402018
4.45,-0.039801297046457594,-0.08195344249378611
4.46,-0.03858785390599821,-0.08234538140276464
4.47,-0.037382645202900855,-0.08272522702036769
4.48,-0.03618570892241511,-0.08309306188189948
4.49,-0.034997081848718053,-0.08344896889650444
4.5,-0.03381679957320511,-0.08379303133519796
4.51,-0.032644896502817,-0.08412533281898014
4.5200000000000005,-0.0314814058684018,-0.08444595730703307
4.53,-0.03032635973311071,-0.08475498908500179
4.54,-0.029179789000826562,-0.08505251275335948
4.55,-0.028041723424623743,-0.08533861321585708
4.5600000000000005,-0.026912191615258492,-0.08561337566805755
4.57,-0.02579122104968835,-0.08587688558595533
4.58,-0.024678838079619674,-0.08612922871468104
4.59,-0.023575067940082052,-0.08637049105729182
4.6000000000000005,-0.02247993475802852,-0.08660075886364756
4.61,-0.021393461560960444,-0.08682011861937321
4.62,-0.02031567028557601,-0.0870286570349075
4.63,-0.019246581786441168,-0.08722646103463827
4.64,-0.01818621584468197,-0.08741361774612454
4.65,-0.01713459117669725,-0.0875902144894057
4.66,-0.016091725442890552,-0.08775633876639785
4.67,-0.0150576352564202,-0.08791207825037764
4.68,-0.01403233619196657,-0.08805752077555355
4.69,-0.013015842794515405,-0.08819275432672512
4.7,-0.01200816858815622,-0.08831786702902987
4.71,-0.011009326084894726,-0.08843294713777848
4.72,-0.010019326793478283,-0.08853808302837804
4.73,-0.00903818122823335,-0.08863336318634361
4.74,-0.008065898917913959,-0.08871887619739832
4.75,-0.007102488414560203,-0.08879471073766185
4.76,-0.006147957302365768,-0.08886095556392766
4.7700000000000005,-0.0052023122065535336,-0.08891769950402892
4.78,-0.004265558802258273,-0.08896503144729313
4.79,-0.0033377018234155113,-0.0890030403350858
4.8,-0.0024187450716555803,-0.08903181515144279
4.8100000000000005,-0.0015086914252019474,-0.08905144491379186
4.82,-0.0006075428477728797,-0.08906201866376304
4.83,0.0002846996025144674,-0.0890636254580881
4.84,0.001168035764238452,-0.08905635435958913
4.8500000000000005,0.0020424663637667395,-0.08904029442825602
4.86,0.0029079930063503753,-0.08901553471241318
4.87,0.003764618167219026,-0.08898216423997515
4.88,0.004612345182678261,-0.08894027200979145
4.89,0.005451178241209736,-0.08888994698308017
4.9,0.006281122374575147,-0.08883127807495082
4.91,0.007102183448924783,-0.08876435414601593
4.92,0.00791436815591154,-0.0886892639940916
4.93,0.008717684003811203,-0.08860609634598693
4.94,0.009512139308649834,-0.08851493984938207
4.95,0.010297743185339072,-0.08841588306479511
4.96,0.011074505538820148,-0.08830901445763753
4.97,0.01184243705521741,-0.08819442239035809
4.98,0.012601549193002135,-0.0880721951146752
4.99,0.013351854174167434,-0.08794242076389765
5,0.014093364975414973,-0.08780518734533334
5.01,0.014826095319354313,-0.08766058273278635
5.0200000000000005,0.015550059665715583,-0.08750869465914171
5.03,0.01626527320257626,-0.08734961070903814
5.04,0.01697175183760277,-0.0871834183116283
5.05,0.01766951218930761,-0.08701020473342673
5.0600000000000005,0.018358571578322783,-0.08683005707124494
5.07,0.019038948018690157,-0.08664306224521384
5.08,0.019710660209169516,-0.0864493069918931
5.09,0.020373727524564962,-0.08624887785746732
5.1000000000000005,0.021028170007070347,-0.08604186119102895
5.11,0.02167400835763442,-0.08582834313794752
5.12,0.022311263927346354,-0.08560840963332518
5.13,0.022939958708842273,-0.08538214639553833
5.14,0.023560115327733486,-0.08514963891986499
5.15,0.024171757034056995,-0.08491097247219782
5.16,0.024774907693748974,-0.08466623208284253
5.17,0.025369591780141768,-0.0844155025404014
5.18,0.025955834365485105,-0.08415886838574173
5.19,0.026533661112492044,-0.083896413906049
5.2,0.02710309826591031,-0.08362822312896437
5.21,0.02766417264411958,-0.08335437981680634
5.22,0.028216911630755303,-0.0830749674608764
5.23,0.028761343166359598,-0.08279006927584821
5.24,0.029297495740059857,-0.08249976819424013
5.25,0.029825398381275518,-0.0822041468609709
5.26,0.03034508065145363,-0.08190328762799805
5.2700000000000005,0.030856572635833704,-0.08159727254903884
5.28,0.03135990493524237,-0.08128618337437336
5.29,0.0318551086579184,-0.08097010154572959
5.3,0.032342215411368586,-0.08064910819124997
5.3100000000000005,0.032821257294254946,-0.0803232841205394
5.32,0.033292266888313826,-0.07999270981979403
5.33,0.0337552772503073,-0.07965746544701084
5.34,0.03421032190400744,-0.07931763082727748
5.3500000000000005,0.034657434832213806,-0.07897328544814208
5.36,0.03509665046880476,-0.07862450845506279
5.37,0.035528003690822936,-0.07827137864693656
5.38,0.03595152981059541,-0.07791397447170696
5.39,0.036367264567888934,-0.07755237402205056
5.4,0.03677524412210067,-0.07718665503114161
5.41,0.03717550504448496,-0.07681689486849463
5.42,0.03756808431041639,-0.0764431705358846
5.43,0.037953019291689614,-0.07606555866334422
5.44,0.038330347748856436,-0.07568413550523809
5.45,0.03870010782360036,-0.07529897693641331
5.46,0.03906233803114917,-0.0749101584484261
5.47,0.03941707725272578,-0.07451775514584419
5.48,0.03976436472803783,-0.07412184174262434
5.49,0.0401042400478063,-0.07372249255856504
5.5,0.040436743146333574,-0.07331978151583343
5.51,0.04076191429411124,-0.07291378213556657
5.5200000000000005,0.04107979409046801,-0.07250456753454627
5.53,0.04139042345625807,-0.0720922104219474
5.54,0.041693843626590184,-0.07167678309615892
5.55,0.041990096143597895,-0.07125835744167762
5.5600000000000005,0.04227922284925108,-0.07083700492607377
5.57,0.042561265878209215,-0.07041279659702857
5.58,0.04283626765071667,-0.06998580307944277
5.59,0.04310427086554021,-0.06955609457261623
5.6000000000000005,0.04336531849294908,-0.0691237408474978
5.61,0.043619453767737945,-0.06868881124400517
5.62,0.04386672018229294,-0.06825137466841441
5.63,0.04410716147970104,-0.06781149959081849
5.64,0.04434082164690306,-0.06736925404265454
5.65,0.04456774490789057,-0.06692470561429938
